txn_id,branch,city,amount,transaction_type,status,timestamp
T997906,Branch 2,Bangalore,,Failed,Success,2025-04-02 21:49:17.301065
T381695,Branch 2,Bangalore,,Withdrawal,Failed,2025-04-01 17:49:16.320506
T287930,Branch 2,Bangalore,4005.92,Transfer,Success,2025-04-07 02:09:43.571859
T732126,Branch 2,Bangalore,2863.76,Withdrawal,Failed,2025-04-05 01:59:32.358615
T509469,Branch 2,Bangalore,1902.21,,Success,2025-04-02 09:55:45.821083
T897348,Branch 2,Bangalore,4920.17,Failed,Failed,2025-04-04 10:17:37.363005
T595986,Branch 2,Bangalore,2987.69,Withdrawal,Failed,2025-04-05 22:39:00.385160
T504377,Branch 2,Bangalore,2411.78,Deposit,Failed,2025-04-01 20:42:34.054489
T668630,Branch 2,Bangalore,,Withdrawal,Failed,2025-04-02 20:56:07.063154
T874266,Branch 2,Bangalore,2406.81,Transfer,Failed,2025-04-06 20:02:40.325376
T638466,Branch 2,Bangalore,3984.03,Deposit,Failed,
T336036,Branch 2,Bangalore,2768.35,Transfer,Success,2025-04-01 22:05:22.404644
T753866,Branch 2,Bangalore,4980.39,Deposit,Success,2025-04-07 06:18:40.060594
,Branch 2,Bangalore,2817.29,Withdrawal,Success,2025-04-02 00:13:13.885406
T231066,Branch 2,Bangalore,3888.64,Withdrawal,Success,2025-04-01 11:58:12.320756
T767486,Branch 2,Bangalore,4661.85,Deposit,Failed,2025-04-05 08:07:01.218941
T626859,Branch 2,Bangalore,1056.02,Failed,Failed,2025-04-07 07:10:58.275121
T222879,Branch 2,Bangalore,3508.63,Transfer,Success,2025-04-05 18:14:43.330726
T696966,Branch 2,Bangalore,926.05,Withdrawal,Success,2025-04-02 06:59:24.746371
T751575,Branch 2,Bangalore,2568.56,Withdrawal,Success,2025-04-04 17:36:37.602761
T678803,Branch 2,Bangalore,3544.32,Deposit,Success,2025-04-05 12:47:29.394552
T102971,Branch 2,Bangalore,3918.56,Transfer,Success,2025-04-01 03:20:12.006661
T574827,Branch 2,Bangalore,4233.9,Deposit,Success,2025-04-02 09:31:39.794605
