txn_id,branch,city,amount,transaction_type,status,timestamp
T502025,Branch 5,Bangalore,2974.93,,Failed,2025-04-01 07:24:00.456352
T496639,Branch 5,Bangalore,1248.62,Failed,Failed,2025-04-04 20:56:34.014099
T115575,Branch 5,Bangalore,1523.01,Failed,Failed,2025-04-04 06:35:20.091927
T637271,Branch 5,Bangalore,2384.58,Deposit,Failed,2025-04-07 19:45:40.869255
T601855,Branch 5,Bangalore,142.26,Withdrawal,Success,
T473395,Branch 5,Bangalore,4463.22,Failed,Success,2025-04-02 15:35:00.305914
,Branch 5,Bangalore,2472.03,Withdrawal,Success,2025-04-02 00:29:58.044953
T459351,Branch 5,Bangalore,2311.76,Failed,Success,2025-04-03 21:46:46.185202
T642581,Branch 5,Bangalore,,Failed,Success,2025-04-02 21:01:38.557797
T228762,Branch 5,Bangalore,4373.14,Failed,Failed,2025-04-02 00:31:36.409431
T951716,Branch 5,Bangalore,2075.47,Failed,Success,2025-04-07 23:27:59.024644
T658685,Branch 5,Bangalore,1837.25,Transfer,,2025-04-06 12:13:14.673852
T885585,Branch 5,Bangalore,2784.1,Failed,Failed,2025-04-01 20:28:17.015646
T648230,Branch 5,Bangalore,4826.24,Deposit,Success,2025-04-06 14:01:31.151565
T304063,Branch 5,Bangalore,4842.6,Failed,Failed,2025-04-05 04:30:22.558967
T919882,Branch 5,Bangalore,579.45,Deposit,Failed,2025-04-02 11:28:27.462602
T486196,Branch 5,Bangalore,2021.85,,Failed,2025-04-01 03:34:00.440889
,Branch 5,,4953.14,Withdrawal,Success,2025-04-07 10:05:51.609438
T955919,Branch 5,Bangalore,2583.43,,Success,2025-04-02 20:52:21.422708
T786804,Branch 5,Bangalore,,Withdrawal,Failed,2025-04-06 01:25:05.184531
T628161,Branch 5,Bangalore,,Failed,Success,2025-04-01 06:08:48.624234
T763968,Branch 5,Bangalore,4652.23,Transfer,Success,2025-04-03 04:45:20.722317
T102019,Branch 5,Bangalore,1941.55,Failed,Success,2025-04-05 09:20:25.632665
T129487,Branch 5,Bangalore,4008.25,Withdrawal,Failed,2025-04-01 10:38:09.845997
T691528,Branch 5,Bangalore,,,Failed,2025-04-07 17:00:22.982555
T586037,Branch 5,Bangalore,1428.73,Deposit,Failed,2025-04-01 21:14:58.935795
T461269,Branch 5,Bangalore,3263.47,Withdrawal,Failed,2025-04-02 08:25:53.992735
T754297,Branch 5,Bangalore,1945.23,Failed,Failed,2025-04-01 12:23:31.397923
T893451,Branch 5,Bangalore,2302.79,Transfer,Success,
T767219,Branch 5,Bangalore,338.47,Failed,Success,2025-04-06 11:30:29.592275
T160063,Branch 5,Bangalore,4980.52,Deposit,Failed,2025-04-06 20:27:02.605070
T108091,Branch 5,Bangalore,4001.89,Withdrawal,Success,2025-04-03 18:05:09.916672
T904246,Branch 5,Bangalore,3106.31,Transfer,Success,2025-04-07 05:04:14.845447
T693214,Branch 5,Bangalore,2012.05,Withdrawal,Failed,2025-04-01 12:51:10.778729
T406708,Branch 5,Bangalore,2694.57,Transfer,Success,2025-04-06 18:48:46.847074
T359796,,Bangalore,4930.3,Transfer,Success,2025-04-06 20:46:09.434759
T485604,Branch 5,Bangalore,2291.05,Transfer,Failed,2025-04-01 22:41:29.202775
T601086,Branch 5,Bangalore,1638.45,Failed,Failed,2025-04-01 18:02:51.626896
T720324,Branch 5,Bangalore,1401.04,Withdrawal,Failed,2025-04-03 16:31:47.566430
T607447,,Bangalore,4301.64,Failed,Failed,2025-04-07 15:39:25.308227
T291663,Branch 5,Bangalore,3406.23,Deposit,Success,2025-04-06 08:04:23.086710
T829407,Branch 5,Bangalore,3094.26,Failed,Success,2025-04-03 01:43:21.178681
,Branch 5,Bangalore,1058.49,Failed,Success,2025-04-02 14:14:46.494613
T700332,Branch 5,Bangalore,1544.3,,Success,2025-04-03 18:53:14.225036
T337389,Branch 5,Bangalore,4044.79,Withdrawal,,2025-04-01 18:53:07.018407
T665121,Branch 5,Bangalore,2643.11,Deposit,Success,2025-04-06 10:09:14.456853
,Branch 5,Bangalore,3461.55,Transfer,Success,2025-04-05 00:15:14.056371
T233719,,Bangalore,102.6,Failed,Failed,2025-04-06 09:34:43.850465
,Branch 5,Bangalore,,Failed,Failed,2025-04-07 18:26:58.973440
T239058,Branch 5,Bangalore,1666.75,Failed,Success,2025-04-06 17:47:07.460499
T978300,Branch 5,Bangalore,3633.48,Transfer,Failed,2025-04-07 23:49:32.942954
T204781,Branch 5,Bangalore,2550.24,Failed,Failed,2025-04-03 06:17:42.761344
T226024,Branch 5,Bangalore,1926.04,Withdrawal,Failed,2025-04-06 18:59:01.653128
T522173,Branch 5,Bangalore,3193.43,Failed,Success,
,Branch 5,Bangalore,4470.77,Failed,,2025-04-07 01:42:03.475005
T295619,Branch 5,Bangalore,4283.56,Deposit,Failed,2025-04-07 01:14:37.302342
T983407,Branch 5,Bangalore,4245.87,Withdrawal,Success,2025-04-01 19:20:09.550748
T300304,Branch 5,Bangalore,,Withdrawal,Failed,2025-04-01 11:51:10.883307
T564368,Branch 5,Bangalore,,,Failed,2025-04-07 01:34:19.770696
T584266,Branch 5,Bangalore,788.44,Transfer,Failed,2025-04-07 19:57:21.647390
T425499,Branch 5,Bangalore,,Failed,Failed,2025-04-05 16:12:18.201000
T981129,Branch 5,Bangalore,2224.12,Withdrawal,Failed,2025-04-06 15:03:15.791331
T932774,Branch 5,Bangalore,4944.48,Transfer,Success,2025-04-02 00:19:51.687065
,Branch 5,Bangalore,1551.7,Transfer,Success,2025-04-05 19:50:52.731588
T969271,Branch 5,Bangalore,4512.5,Withdrawal,Success,2025-04-07 18:36:34.248646
,Branch 5,Bangalore,2006.29,Failed,,2025-04-07 04:41:53.780657
T790708,Branch 5,Bangalore,4433.81,Failed,Success,2025-04-04 16:22:12.510754
T252592,Branch 5,Bangalore,2366.08,Failed,Success,2025-04-02 08:47:23.306788
T872931,Branch 5,Bangalore,,,Failed,2025-04-02 05:18:55.673351
T512444,Branch 5,Bangalore,2426.69,Withdrawal,Failed,2025-04-07 01:38:19.441627
T236167,Branch 5,Bangalore,3607.66,Withdrawal,Failed,2025-04-02 11:18:04.182036
T957593,Branch 5,Bangalore,,Deposit,Success,2025-04-02 00:24:59.996599
T295799,Branch 5,Bangalore,4265.17,,Success,2025-04-06 19:46:52.553506
T742235,Branch 5,Bangalore,4380.85,Deposit,Failed,2025-04-04 21:05:32.995671
T339487,Branch 5,Bangalore,2110.77,Failed,Success,2025-04-05 07:09:42.908866
T994144,Branch 5,Bangalore,3006.94,Transfer,Success,2025-04-07 08:17:43.432874
T722387,Branch 5,Bangalore,2655.1,Transfer,Success,2025-04-03 09:53:47.057387
T138247,Branch 5,Bangalore,4660.71,Transfer,Success,2025-04-01 00:56:10.577109
