txn_id,branch,city,amount,transaction_type,status,timestamp
T122375,Branch 3,Mumbai,743.58,Withdrawal,Success,2025-04-03 14:25:21.300530
T443043,Branch 3,Mumbai,3029.98,Transfer,Failed,2025-04-01 22:33:44.645334
T732285,Branch 3,Mumbai,2210.91,Deposit,,2025-04-07 12:09:39.789019
T860647,Branch 3,Mumbai,761.65,Transfer,Success,2025-04-07 19:17:34.433686
T115773,Branch 3,Mumbai,2565.59,Failed,,2025-04-06 02:31:21.009398
T806917,Branch 3,Mumbai,3870.18,Withdrawal,Success,2025-04-05 00:45:01.170036
T136204,Branch 3,Mumbai,2444.04,Deposit,Failed,2025-04-01 05:44:53.368049
T590634,Branch 3,Mumbai,2551.68,Deposit,Failed,
T372082,Branch 3,Mumbai,152.78,Withdrawal,Failed,2025-04-07 21:22:19.596435
T107067,Branch 3,Mumbai,3596.71,Withdrawal,Failed,2025-04-06 19:32:19.695323
T269410,Branch 3,Mumbai,4556.13,Transfer,Failed,2025-04-01 19:16:10.787072
T970477,Branch 3,Mumbai,630.93,Failed,Success,2025-04-06 14:33:49.399995
T811954,Branch 3,Mumbai,3712.35,Failed,Success,2025-04-07 07:45:14.045982
T361550,Branch 3,Mumbai,1816.11,Deposit,Success,2025-04-06 12:44:32.988174
T848318,Branch 3,Mumbai,3256.0,Withdrawal,,2025-04-05 06:08:04.814765
T328969,Branch 3,Mumbai,2085.52,Transfer,Success,2025-04-01 17:13:23.998740
T320280,Branch 3,Mumbai,3628.03,Transfer,Failed,2025-04-01 22:01:33.043303
,Branch 3,Mumbai,4092.58,,Failed,2025-04-04 02:13:12.599483
T951353,Branch 3,Mumbai,1567.3,Withdrawal,Success,2025-04-07 21:42:02.300616
,Branch 3,,3631.91,Withdrawal,Failed,2025-04-01 15:08:20.526475
T174033,,Mumbai,3970.31,Transfer,Success,2025-04-05 07:53:46.847273
,Branch 3,Mumbai,3294.66,Withdrawal,Success,2025-04-05 06:29:55.247953
T764570,Branch 3,Mumbai,782.9,Withdrawal,Success,2025-04-03 09:15:38.046310
T255980,Branch 3,Mumbai,467.66,Withdrawal,Success,2025-04-01 14:47:05.653908
