txn_id,branch,city,amount,transaction_type,status,timestamp
T789253,Branch 1,Mumbai,2840.81,Failed,Failed,
T938145,Branch 1,Mumbai,1015.2,,Success,
,Branch 1,Mumbai,4229.73,Failed,Success,2025-04-02 19:47:40.862596
T316426,Branch 1,Mumbai,3537.18,Transfer,Success,
T598742,Branch 1,Mumbai,408.38,Deposit,Success,2025-04-04 23:33:17.063763
T429806,Branch 1,Mumbai,1764.12,Deposit,Success,2025-04-07 05:35:07.341177
T796194,Branch 1,Mumbai,4747.24,Transfer,Failed,2025-04-06 05:50:20.688565
T444079,Branch 1,Mumbai,4979.49,Deposit,Failed,2025-04-05 11:07:56.346390
T398487,Branch 1,Mumbai,3349.9,,Failed,2025-04-03 12:34:56.064175
T433168,Branch 1,Mumbai,2487.91,Transfer,Failed,2025-04-02 10:30:48.197034
T656500,Branch 1,Mumbai,834.88,Transfer,Success,2025-04-03 15:33:52.259982
T561613,Branch 1,Mumbai,2006.95,Withdrawal,Failed,
T308607,Branch 1,Mumbai,4646.9,Transfer,Failed,2025-04-01 10:30:35.783825
T703816,Branch 1,Mumbai,358.45,Withdrawal,Failed,2025-04-07 20:49:36.715002
T769378,Branch 1,Mumbai,4438.21,Failed,Success,2025-04-05 18:29:03.532170
,Branch 1,Mumbai,3748.53,Transfer,Success,2025-04-02 18:27:38.435024
T649982,Branch 1,Mumbai,4022.47,Failed,Success,2025-04-06 09:03:36.023823
T110157,Branch 1,Mumbai,3548.15,,Failed,2025-04-02 22:22:53.827741
T493914,Branch 1,Mumbai,,Failed,Failed,2025-04-03 08:42:32.522350
T306294,Branch 1,Mumbai,3362.67,Withdrawal,Success,2025-04-01 03:20:09.823724
T413096,Branch 1,Mumbai,3130.99,Deposit,Failed,2025-04-02 21:33:15.598822
T283474,Branch 1,Mumbai,,Failed,Success,2025-04-04 02:35:05.417622
T432248,,Mumbai,4033.88,Withdrawal,Success,2025-04-02 05:09:36.462418
T524983,Branch 1,Mumbai,,Deposit,Success,2025-04-07 22:57:39.809751
T827231,Branch 1,Mumbai,1804.02,Withdrawal,Success,2025-04-06 02:51:48.388776
T692423,,Mumbai,4033.17,Withdrawal,Success,2025-04-02 06:48:57.438564
T813620,Branch 1,Mumbai,464.36,Transfer,Failed,2025-04-03 08:20:57.243561
,Branch 1,Mumbai,3119.28,Deposit,Success,2025-04-02 07:49:32.296234
T320005,Branch 1,Mumbai,163.2,,,2025-04-01 23:34:57.751223
T197038,Branch 1,Mumbai,1834.43,,Success,2025-04-01 20:18:23.909914
,Branch 1,Mumbai,3751.34,Deposit,Failed,2025-04-02 05:24:02.610813
T639189,,Mumbai,2796.55,Failed,Success,2025-04-07 01:02:39.690379
T545455,Branch 1,Mumbai,2741.79,Transfer,Success,
T885986,Branch 1,Mumbai,2990.86,,Success,2025-04-01 06:07:39.587454
T433012,Branch 1,Mumbai,3716.28,Deposit,Success,2025-04-04 07:38:21.474663
T263486,Branch 1,,2530.54,Deposit,Failed,2025-04-03 02:26:39.262707
T449587,Branch 1,Mumbai,3633.98,Transfer,Success,2025-04-05 20:15:28.176164
,Branch 1,Mumbai,105.53,Withdrawal,Success,2025-04-01 00:08:47.042222
,Branch 1,Mumbai,973.78,Failed,Success,2025-04-04 12:08:44.914725
T666660,Branch 1,Mumbai,4567.93,Deposit,Failed,2025-04-06 06:59:28.082538
T350312,Branch 1,Mumbai,,,Success,2025-04-07 16:22:29.128793
T361264,Branch 1,Mumbai,,Deposit,Success,2025-04-06 10:51:19.943018
T983499,Branch 1,Mumbai,2917.69,Failed,Success,2025-04-07 09:59:57.690306
