txn_id,branch,city,amount,transaction_type,status,timestamp
T835247,Branch 5,Delhi,1769.77,Deposit,Failed,2025-04-05 08:53:19.689303
T766185,Branch 5,Delhi,4339.16,Transfer,Failed,2025-04-04 00:51:47.816887
T425666,Branch 5,Delhi,3334.09,Withdrawal,Failed,2025-04-06 15:32:39.831952
T107860,Branch 5,Delhi,735.29,Transfer,Success,2025-04-04 05:21:28.067731
T452073,Branch 5,Delhi,868.24,Withdrawal,Failed,2025-04-01 10:46:16.748585
T940943,Branch 5,Delhi,4893.6,Transfer,Failed,2025-04-05 11:05:22.041980
T359917,Branch 5,Delhi,4310.79,,Failed,2025-04-02 10:34:24.290534
T406477,Branch 5,Delhi,2516.23,Transfer,Success,2025-04-05 13:36:28.893200
T372619,Branch 5,Delhi,2190.7,Deposit,Success,2025-04-03 02:32:16.005640
T655736,Branch 5,Delhi,1731.16,Transfer,Success,2025-04-02 17:35:22.129398
T647541,Branch 5,Delhi,4785.05,Transfer,Success,2025-04-01 17:41:45.192056
T804972,Branch 5,Delhi,840.54,Deposit,Success,2025-04-02 01:59:14.588864
T965033,Branch 5,Delhi,2840.48,Transfer,Success,2025-04-03 23:29:45.813036
T458764,Branch 5,Delhi,3111.05,Deposit,Success,2025-04-05 18:29:12.295904
T548999,,Delhi,828.1,Withdrawal,Failed,2025-04-01 14:33:45.042299
T139164,Branch 5,Delhi,242.97,Withdrawal,,2025-04-04 14:43:07.185651
T303857,Branch 5,Delhi,1606.85,Transfer,Failed,2025-04-04 05:50:59.320097
T416434,Branch 5,Delhi,1361.19,Deposit,Failed,2025-04-05 22:11:07.024728
T854655,Branch 5,Delhi,4433.08,Withdrawal,Failed,2025-04-04 11:43:42.424416
T979791,Branch 5,Delhi,,Withdrawal,Success,2025-04-07 09:04:14.696512
T104635,Branch 5,Delhi,3924.82,Transfer,Success,2025-04-07 18:22:22.836622
T820353,Branch 5,Delhi,2848.52,Failed,Success,2025-04-01 10:17:36.505742
T237264,Branch 5,Delhi,794.5,Failed,Failed,2025-04-03 02:16:36.744801
