txn_id,branch,city,amount,transaction_type,status,timestamp
T367192,Branch 1,Bangalore,1142.05,Deposit,Failed,2025-04-04 13:23:18.992334
,Branch 1,Bangalore,,Transfer,Failed,2025-04-06 03:59:58.551035
T290476,Branch 1,Bangalore,3738.33,Withdrawal,Success,2025-04-02 21:43:17.551049
T491512,Branch 1,,3327.02,,Failed,2025-04-06 11:17:06.318951
T716904,Branch 1,Bangalore,3586.31,Transfer,Success,2025-04-01 08:16:16.773771
T347972,Branch 1,Bangalore,592.66,Failed,Failed,2025-04-07 16:09:59.653974
T729177,Branch 1,Bangalore,1550.65,,Failed,2025-04-05 14:30:34.568115
T579686,Branch 1,Bangalore,3276.02,Failed,Failed,2025-04-06 15:03:41.226798
T227836,Branch 1,Bangalore,2908.14,Failed,Success,2025-04-02 03:21:47.022365
,Branch 1,Bangalore,1507.03,Transfer,,2025-04-02 03:26:53.502242
T712534,Branch 1,Bangalore,3914.65,Failed,Failed,2025-04-01 01:34:20.386522
T487131,Branch 1,Bangalore,2286.72,Failed,Failed,2025-04-04 18:31:24.943042
T178241,,Bangalore,4225.45,,Success,
T421075,Branch 1,Bangalore,4348.22,Withdrawal,Success,2025-04-02 09:04:07.591073
T931051,Branch 1,Bangalore,4106.86,Transfer,Failed,2025-04-04 04:20:52.737532
T636719,Branch 1,Bangalore,,,Failed,2025-04-03 00:44:51.673513
T552253,Branch 1,Bangalore,767.36,Transfer,Failed,2025-04-03 13:43:00.986911
T437277,Branch 1,Bangalore,,Deposit,Success,2025-04-05 21:25:53.028231
T998561,Branch 1,Bangalore,2087.27,Transfer,Failed,2025-04-02 06:22:10.719896
T227046,,Bangalore,204.51,Deposit,Success,2025-04-04 22:45:36.386717
T267914,Branch 1,Bangalore,1894.59,Failed,Success,2025-04-01 15:19:48.306631
T133901,Branch 1,Bangalore,918.34,Deposit,Failed,2025-04-02 09:36:10.329162
T157946,Branch 1,Bangalore,3401.47,Withdrawal,Success,2025-04-07 15:05:09.796570
T527294,,Bangalore,145.56,Transfer,Failed,2025-04-02 19:54:58.708139
T143437,Branch 1,Bangalore,,Withdrawal,Success,2025-04-04 08:21:13.780029
T927267,Branch 1,Bangalore,2757.33,,Success,2025-04-04 18:56:41.216065
T991915,Branch 1,Bangalore,4001.1,Deposit,Success,2025-04-07 12:20:08.842536
T205833,Branch 1,Bangalore,1617.47,Withdrawal,Failed,2025-04-06 22:14:32.391460
T962181,Branch 1,Bangalore,3620.39,Deposit,Success,2025-04-02 17:27:32.685402
T911886,Branch 1,Bangalore,1368.83,Failed,Failed,2025-04-03 01:34:32.812627
T413969,Branch 1,Bangalore,115.2,Withdrawal,Failed,2025-04-01 18:13:19.617551
T886648,Branch 1,Bangalore,,Failed,Failed,2025-04-01 16:10:33.515178
T230049,Branch 1,Bangalore,641.47,,Failed,2025-04-01 09:27:56.403914
T712101,Branch 1,Bangalore,2047.36,Transfer,Failed,2025-04-05 15:21:23.138767
T169022,,Bangalore,2540.65,Transfer,Failed,2025-04-03 17:07:47.440997
T936870,,Bangalore,,Withdrawal,Failed,2025-04-06 23:30:35.117146
T137459,Branch 1,Bangalore,723.3,Deposit,Success,
T274308,Branch 1,Bangalore,4326.91,Transfer,Failed,2025-04-03 03:31:17.786783
T113343,Branch 1,Bangalore,810.85,Transfer,Success,2025-04-06 05:04:17.315672
T839757,Branch 1,Bangalore,3238.32,,Failed,2025-04-02 06:06:24.777547
T620948,Branch 1,Bangalore,1913.02,,Success,2025-04-07 22:07:05.560131
T383433,Branch 1,Bangalore,365.75,Withdrawal,Failed,2025-04-06 02:57:22.047511
T948578,Branch 1,Bangalore,235.01,Withdrawal,Success,2025-04-02 06:19:48.700495
T347831,Branch 1,Bangalore,1556.55,Withdrawal,Failed,2025-04-02 18:45:20.795636
T376708,Branch 1,Bangalore,2409.12,Deposit,Failed,2025-04-03 06:43:34.854953
T453322,Branch 1,Bangalore,1285.64,Transfer,Failed,2025-04-02 16:10:12.735184
T393431,Branch 1,Bangalore,1330.14,,Failed,2025-04-05 00:28:20.211356
,Branch 1,Bangalore,3920.74,Transfer,Success,2025-04-02 02:37:08.640126
T650144,Branch 1,Bangalore,489.87,Transfer,Success,2025-04-04 08:35:29.336818
T900568,Branch 1,Bangalore,2354.5,,Success,2025-04-02 18:18:16.772427
T449736,Branch 1,Bangalore,4538.18,Withdrawal,Success,2025-04-03 08:32:10.823734
T850819,Branch 1,Bangalore,4188.95,Withdrawal,Failed,2025-04-05 23:27:29.113021
T479144,Branch 1,Bangalore,2977.41,Transfer,Failed,2025-04-05 15:01:54.282328
T105235,Branch 1,Bangalore,4154.91,Failed,Failed,2025-04-03 20:18:49.758853
T257297,Branch 1,Bangalore,2470.16,Deposit,Success,2025-04-05 17:24:41.253952
T940662,Branch 1,Bangalore,2663.16,Deposit,Success,2025-04-05 05:20:11.423805
T763674,Branch 1,Bangalore,3134.22,Withdrawal,Success,2025-04-07 02:03:37.930082
