txn_id,branch,city,amount,transaction_type,status,timestamp
T908180,Branch 2,,4608.74,,Failed,2025-04-04 20:38:30.108832
T452875,Branch 2,Mumbai,2290.19,Withdrawal,Success,2025-04-05 13:28:47.541318
T677631,Branch 2,Mumbai,3428.27,Failed,Success,2025-04-07 18:20:29.289082
T191051,Branch 2,Mumbai,2710.2,Failed,Failed,2025-04-06 04:29:56.364174
T309966,Branch 2,Mumbai,673.2,Withdrawal,Success,
T824472,Branch 2,Mumbai,1945.28,Deposit,Failed,2025-04-06 03:32:28.409769
T208378,Branch 2,Mumbai,4350.31,Failed,Failed,2025-04-05 08:41:30.891853
T907317,Branch 2,Mumbai,2486.43,Withdrawal,Success,2025-04-02 00:00:45.739088
T500319,Branch 2,Mumbai,1773.49,,Success,2025-04-04 10:53:03.015887
,Branch 2,Mumbai,1820.27,Failed,Failed,
T779935,Branch 2,Mumbai,1106.87,Failed,Failed,2025-04-01 20:34:26.451268
T910074,Branch 2,Mumbai,1551.21,,Success,2025-04-03 05:20:55.759189
T226318,Branch 2,Mumbai,4952.14,Failed,Success,2025-04-01 08:04:11.521483
T232119,Branch 2,Mumbai,3505.52,Deposit,Failed,2025-04-05 14:40:00.024657
T531774,Branch 2,Mumbai,122.7,Withdrawal,Success,2025-04-01 16:57:22.199932
T373366,Branch 2,Mumbai,4595.14,Withdrawal,Success,2025-04-04 04:31:47.039364
T768582,Branch 2,Mumbai,273.93,Failed,Failed,2025-04-07 15:01:01.777099
T265727,Branch 2,Mumbai,,Failed,Failed,2025-04-07 18:09:14.801591
T739177,Branch 2,Mumbai,765.58,Withdrawal,Failed,2025-04-04 01:16:47.992218
T208774,Branch 2,Mumbai,4337.66,Deposit,Failed,2025-04-07 10:33:09.282307
T624682,Branch 2,Mumbai,3188.37,Transfer,Failed,2025-04-05 02:30:29.287071
T450882,Branch 2,Mumbai,3896.15,Transfer,Success,2025-04-07 05:10:34.001489
,Branch 2,Mumbai,2606.79,Failed,,2025-04-05 02:50:07.608327
T277868,Branch 2,Mumbai,3955.91,Deposit,Success,2025-04-03 13:28:07.331045
T620808,Branch 2,Mumbai,3181.04,Failed,Failed,2025-04-02 07:44:30.164572
T699793,Branch 2,,160.56,,Failed,2025-04-04 08:35:14.217439
T280644,Branch 2,Mumbai,924.04,Transfer,Failed,2025-04-03 11:21:42.411643
T390214,Branch 2,Mumbai,390.6,Transfer,Success,2025-04-07 03:12:12.338926
T507456,Branch 2,Mumbai,3991.78,Withdrawal,Failed,2025-04-01 03:08:38.482789
T214055,,,2207.03,,Failed,2025-04-01 09:05:59.500578
T845749,Branch 2,Mumbai,3224.56,Deposit,Success,2025-04-02 10:22:36.324424
T406567,Branch 2,Mumbai,3428.78,Deposit,Success,
T509110,Branch 2,Mumbai,3718.68,Withdrawal,Failed,2025-04-05 10:12:13.775766
T588652,Branch 2,Mumbai,3794.69,Deposit,Failed,2025-04-03 02:28:28.729413
T290546,Branch 2,Mumbai,562.73,Transfer,Success,2025-04-05 04:59:28.104438
,Branch 2,Mumbai,903.49,Withdrawal,Success,2025-04-04 08:52:14.091972
